Country Name,Country Code,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Eswatini,SWZ,,1.337M,1.635M,0.986M,1.253M,1.151M,1.312M,1.371M,1.543M,,1.182M,1.2M,1.23M,1.186M,1.344M,1.343M,1.328M,1.278M,1.299M,1.325M,1.256M,1.279M,1.343M,1.277M,1.226M,0.345M
Sint Maarten (Dutch part),SXM,1.024M,1.022M,1.325M,1.339M,1.061M,1.3M,1.271M,1.436M,1.6M,1.823M,1.956M,1.89M,1.891M,1.821M,1.655M,1.956M,2.08M,2.21M,2.253M,2.502M,2.407M,2.197M,1.64M,1.775M,1.952M,
Seychelles,SYC,0.127M,0.142M,0.136M,0.134M,0.13M,0.14M,0.138M,0.135M,0.127M,0.126M,0.135M,0.151M,0.171M,0.173M,0.178M,0.191M,0.21M,0.216M,0.237M,0.239M,0.296M,0.333M,0.382M,0.405M,0.428M,0.124M
Syrian Arab Republic,SYR,2.253M,2.435M,2.332M,2.464M,2.682M,3.412M,3.671M,4.678M,4.837M,6.334M,5.859M,5.682M,5.434M,6.951M,7.721M,10.97M,6.476M,,,,,1.043M,1.291M,1.802M,2.424M,
Turks and Caicos Islands,TCA,,,,,,,,,,,,,,0.757M,0.865M,0.899M,1.01M,0.968M,1.069M,1.33M,1.316M,1.296M,1.243M,1.463M,1.599M,0.37M
Chad,TCD,0.019M,0.02M,0.027M,0.041M,0.046M,0.043M,0.057M,0.032M,0.021M,0.026M,0.029M,0.046M,0.077M,0.061M,0.07M,0.071M,0.077M,0.086M,0.097M,0.119M,0.12M,0.098M,0.087M,0.063M,0.081M,0.01M
East Asia & Pacific (IDA & IBRD countries),TEA,69.853M,76.266M,82.317M,87.402M,100.507M,115.002M,123.938M,134.843M,124.198M,150.908M,163.955M,172.621M,186.124M,186.64M,184.114M,197.694M,205.576M,209.238M,214.705M,216.907M,229.644M,243.207M,263.898M,277.743M,289.3M,
Europe & Central Asia (IDA & IBRD countries),TEC,141.57M,156.481M,174.016M,170.134M,174.153M,185.016M,166.983M,163.686M,170.01M,192.355M,204.585M,210.284M,233.797M,236.803M,218.138M,228.005M,244.817M,258.378M,273.457M,267.581M,278.325M,274.218M,294.609M,314.785M,331.546M,
Togo,TGO,0.053M,0.058M,0.092M,0.069M,0.07M,0.06M,0.057M,0.058M,0.061M,0.083M,0.081M,0.094M,0.086M,0.074M,0.15M,0.202M,0.3M,0.235M,0.327M,0.282M,0.273M,0.338M,0.514M,0.573M,0.876M,0.482M
Thailand,THA,6.952M,7.244M,7.294M,7.843M,8.651M,9.579M,10.133M,10.873M,10.082M,11.737M,11.567M,13.822M,14.464M,14.584M,14.15M,15.936M,19.23M,22.354M,26.547M,24.81M,29.923M,32.53M,35.592M,38.178M,39.916M,
Tajikistan,TJK,,0.001M,0.002M,0.003M,0.004M,0.008M,0.005M,,,,,,,0.325M,0.207M,0.16M,0.183M,0.244M,0.208M,0.213M,0.414M,0.344M,0.431M,1.035M,,
Turkmenistan,TKM,0.233M,0.282M,0.332M,0.38M,,,,,,,,,,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,125.293M,128.668M,130.966M,135.049M,137.308M,142.005M,135.755M,133.102M,127.305M,138.679M,145.125M,142.663M,141.497M,142.505M,136.672M,134.206M,131.39M,134.737M,137.445M,144.46M,154.385M,165.767M,175.407M,173.715M,172.909M,
Timor-Leste,TLS,,,,,,,,,,,,0.014M,0.022M,0.036M,0.044M,0.04M,0.051M,0.058M,0.079M,0.06M,0.062M,0.066M,0.074M,0.075M,0.075M,
Middle East & North Africa (IDA & IBRD countries),TMN,18.99M,19.306M,19.856M,20.703M,23.536M,25.303M,25.739M,29.055M,30.668M,37.545M,38.891M,41.919M,44.393M,50.073M,52.971M,62.437M,49.845M,52.941M,51.347M,51.424M,46.83M,40.985M,48.055M,58.212M,65.078M,
Tonga,TON,0.033M,0.031M,0.029M,0.035M,0.044M,0.043M,0.038M,0.045M,0.051M,0.051M,0.06M,0.054M,0.065M,0.065M,0.075M,0.065M,0.068M,0.057M,0.06M,0.066M,0.073M,0.087M,0.087M,0.077M,0.094M,
South Asia (IDA & IBRD),TSA,3.82M,3.944M,4.18M,4.309M,4.559M,4.872M,4.547M,4.387M,5.05M,6.174M,6.489M,7.364M,8.167M,8.455M,8.157M,9.182M,10.516M,10.89M,11.772M,19.051M,19.383M,21.439M,23.054M,25.882M,26.26M,
Sub-Saharan Africa (IDA & IBRD countries),TSS,14.324M,16.195M,16.783M,17.915M,19.286M,19.581M,20.519M,22.162M,22.926M,24.699M,26.368M,29.762M,34.665M,35.738M,36.704M,40.335M,40.742M,43.202M,44.729M,46.511M,48.979M,51.223M,52.9M,56.673M,56.014M,
Trinidad and Tobago,TTO,0.282M,0.317M,0.36M,0.377M,0.421M,0.503M,0.468M,0.451M,0.474M,0.501M,0.529M,0.534M,0.531M,0.482M,0.534M,0.49M,0.491M,0.504M,0.467M,0.455M,0.519M,0.492M,0.465M,0.501M,0.48M,0.141M
Tunisia,TUN,4.12M,3.885M,4.263M,4.718M,4.832M,5.058M,5.387M,5.064M,5.114M,5.998M,6.378M,6.55M,6.762M,7.05M,7.797M,7.828M,5.746M,6.999M,7.352M,7.163M,5.359M,5.724M,7.052M,8.299M,9.429M,2.012M
Turkiye,TUR,7.727M,8.614M,9.689M,9.753M,7.487M,10.428M,11.619M,13.256M,14.03M,17.517M,21.125M,19.82M,27.215M,31.138M,31.76M,32.997M,36.769M,37.715M,39.861M,41.627M,41.114M,30.907M,37.97M,46.113M,51.747M,15.971M
Tuvalu,TUV,0.001M,0.001M,0.001M,0.001M,0.001M,0.001M,0.001M,0.001M,0.001M,0.001M,0.001M,0.001M,0.001M,0.002M,0.002M,0.002M,0.001M,0.001M,0.001M,0.001M,0.002M,0.002M,0.002M,0.003M,0.004M,
Tanzania,TZA,0.295M,0.326M,0.36M,0.482M,0.627M,0.501M,0.525M,0.575M,0.576M,0.583M,0.613M,0.644M,0.719M,0.77M,0.714M,0.783M,0.868M,1.077M,1.096M,1.14M,1.137M,1.284M,1.327M,1.506M,1.527M,
Uganda,UGA,0.16M,0.174M,0.175M,0.195M,0.189M,0.193M,0.205M,0.254M,0.305M,0.512M,0.468M,0.539M,0.642M,0.844M,0.807M,0.946M,1.151M,1.197M,1.206M,1.266M,1.303M,1.323M,1.402M,1.506M,1.543M,0.473M
Ukraine,UKR,6.127M,6.75M,14.743M,12.003M,10.99M,11.691M,11.877M,12.793M,15.161M,18.583M,20.489M,21.714M,26.162M,28.827M,24.033M,24.114M,24.535M,25.061M,26.025M,13.227M,13.025M,13.734M,14.579M,14.342M,13.71M,3.382M
Upper middle income,UMC,226.733M,240.601M,251.598M,259.728M,276.411M,301.621M,306.995M,323.044M,308.581M,351.775M,377.443M,385.923M,408.19M,417.499M,406.075M,422.026M,433.15M,444.225M,455.798M,465.398M,484.482M,498.471M,534.415M,556.609M,573.311M,
Uruguay,URY,2.177M,2.258M,2.463M,2.324M,2.273M,2.236M,2.136M,1.354M,1.508M,1.871M,1.917M,1.824M,1.815M,2.255M,2.303M,2.708M,3.244M,3.155M,3.242M,3.195M,3.286M,3.632M,4.219M,3.954M,3.48M,
United States,USA,79.732M,82.756M,82.525M,74.767M,75.796M,78.343M,70.975M,64.434M,62.082M,67.606M,71.484M,183.178M,175.299M,175.703M,160.508M,162.275M,147.271M,171.63M,179.31M,178.311M,176.865M,175.261M,174.292M,169.325M,165.478M,45.037M
Uzbekistan,UZB,0.092M,0.173M,0.96M,0.811M,0.487M,0.302M,0.345M,0.332M,0.231M,0.262M,0.242M,0.56M,0.903M,1.069M,1.215M,0.975M,1.393M,1.895M,1.969M,1.862M,1.918M,2.027M,2.69M,5.346M,6.749M,
St. Vincent and the Grenadines,VCT,0.218M,0.216M,0.2M,0.202M,0.223M,0.256M,0.254M,0.247M,0.242M,0.262M,0.256M,0.306M,0.328M,0.25M,0.271M,0.231M,0.208M,0.2M,0.2M,0.205M,0.207M,0.227M,0.303M,0.356M,0.392M,
"Venezuela, RB",VEN,0.879M,0.96M,0.933M,0.813M,0.702M,0.602M,0.792M,0.59M,0.435M,0.618M,0.846M,0.883M,0.898M,0.702M,0.567M,0.535M,0.625M,1.061M,1.085M,0.967M,0.882M,0.681M,0.429M,,,
British Virgin Islands,VGB,0.219M,0.244M,0.244M,0.279M,0.284M,0.272M,0.296M,0.282M,0.278M,0.304M,0.337M,0.356M,0.358M,0.346M,0.309M,0.33M,0.338M,0.351M,0.366M,0.386M,0.393M,0.408M,0.335M,0.192M,0.302M,0.083M
Virgin Islands (U.S.),VIR,1.741M,1.779M,2.128M,2.139M,1.964M,2.396M,2.497M,2.337M,2.395M,2.62M,2.602M,2.571M,2.606M,2.435M,2.245M,2.531M,2.686M,2.64M,2.702M,2.814M,2.643M,2.574M,1.954M,1.922M,2.074M,8.612M
Viet Nam,VNM,1.351M,1.607M,1.716M,1.52M,1.782M,2.14M,2.33M,2.628M,2.429M,2.928M,3.477M,3.583M,4.229M,4.236M,3.747M,5.05M,6.014M,6.848M,7.572M,7.874M,7.944M,10.013M,12.922M,15.498M,18.009M,3.837M
Vanuatu,VUT,0.082M,0.103M,0.081M,0.078M,0.096M,0.106M,0.106M,0.099M,0.102M,0.099M,0.126M,0.154M,0.167M,0.197M,0.226M,0.238M,0.249M,0.321M,0.357M,0.329M,0.287M,0.352M,0.333M,0.35M,0.256M,0.082M
World,WLD,1082.522M,1143.489M,1193.996M,1209.957M,1254.467M,1332.379M,1299.005M,1319.582M,1300.067M,1436.45M,1501.611M,1683.03M,1739.389M,1750.747M,1687.198M,1755.72M,1792.688M,1881.197M,1952.484M,2012.33M,2071.786M,2140.443M,2248.871M,2339.4M,2403.074M,
Samoa,WSM,,,,,,,,,,,,0.116M,0.122M,0.122M,0.129M,0.13M,0.128M,0.135M,0.125M,0.132M,0.139M,0.146M,0.158M,0.172M,0.181M,0.024M
Kosovo,XKX,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,,,,,,,,,,,,,,,,1.035M,1.175M,1.282M,1.323M,1.218M,0.398M,,,,,
South Africa,ZAF,4.684M,5.186M,5.17M,5.898M,6.026M,6.001M,5.908M,6.55M,6.64M,6.815M,7.518M,8.509M,9.208M,9.729M,9.532M,11.303M,12.097M,13.069M,14.318M,14.53M,13.952M,15.121M,14.975M,15.004M,14.797M,3.887M
Zambia,ZMB,0.163M,0.264M,0.341M,0.362M,0.404M,0.457M,0.492M,0.565M,0.413M,0.515M,0.669M,0.757M,0.897M,0.812M,0.71M,0.815M,0.92M,0.859M,0.915M,0.947M,0.932M,0.956M,1.009M,1.072M,1.266M,0.502M
Zimbabwe,ZWE,1.416M,1.597M,1.336M,2.09M,2.25M,1.967M,2.217M,2.041M,2.256M,1.854M,1.559M,2.287M,2.506M,1.956M,2.017M,2.239M,2.423M,1.794M,1.833M,1.88M,2.057M,2.168M,2.423M,2.58M,2.294M,0.639M
